provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,103,103,ALBION SC Los Angeles U13 AD,ALBION SC Los Angeles,U13,Male,,League,Southwest,League,Long Beach City College - FIELD 2,2025-11-08,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,95,95,Atlanta United U13 AD,Atlanta United,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-08,H,6,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,472,472,Queen City Mutiny FC U13 AD,Queen City Mutiny FC,95,95,Atlanta United U13 AD,Atlanta United,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-08,A,1,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,62,62,FC DELCO U13 AD,FC DELCO,138,138,Cedar Stars Academy Monmouth U13 AD,Cedar Stars Academy Monmouth,U13,Male,,League,Mid-Atlantic,League,Downingtown East High School - Lower Field,2025-11-08,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,138,138,Cedar Stars Academy Monmouth U13 AD,Cedar Stars Academy Monmouth,62,62,FC DELCO U13 AD,FC DELCO,U13,Male,,League,Mid-Atlantic,League,Downingtown East High School - Lower Field,2025-11-08,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 3,2025-11-08,H,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 3,2025-11-08,A,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,U13,Male,,League,Florida,League,Seminole Soccer Complex - Field 7,2025-11-08,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,U13,Male,,League,Florida,League,Seminole Soccer Complex - Field 7,2025-11-08,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,406,406,FC Bay Area Surf U13 AD,FC Bay Area Surf,U13,Male,,League,Northwest,League,Elsie Allen High School,2025-11-08,H,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,406,406,FC Bay Area Surf U13 AD,FC Bay Area Surf,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,U13,Male,,League,Northwest,League,Elsie Allen High School,2025-11-08,A,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,389,389,SC Del Sol U13 AD,SC Del Sol,19,19,FC Golden State U13 AD,FC Golden State,U13,Male,,League,Southwest,League,Grande Sports World - Field 8,2025-11-08,H,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,19,19,FC Golden State U13 AD,FC Golden State,389,389,SC Del Sol U13 AD,SC Del Sol,U13,Male,,League,Southwest,League,Grande Sports World - Field 8,2025-11-08,A,1,1,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,393,393,Chula Vista FC U13 AD,Chula Vista FC,U13,Male,,League,Southwest,League,Phoenix Rising FC Youth Complex - North Field,2025-11-08,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,393,393,Chula Vista FC U13 AD,Chula Vista FC,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,U13,Male,,League,Southwest,League,Phoenix Rising FC Youth Complex - North Field,2025-11-08,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,394,394,Santa Barbara Soccer Club U13 AD,Santa Barbara Soccer Club,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,U13,Male,,League,Southwest,League,Westmont College - Lovik Field,2025-11-08,H,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,394,394,Santa Barbara Soccer Club U13 AD,Santa Barbara Soccer Club,U13,Male,,League,Southwest,League,Westmont College - Lovik Field,2025-11-08,A,5,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,456,456,ALBION SC Las Vegas U13 AD,ALBION SC Las Vegas,396,396,City SC Southwest U13 AD,City SC Southwest,U13,Male,,League,Southwest,League,Heritage Park - Field 12,2025-11-08,H,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,396,396,City SC Southwest U13 AD,City SC Southwest,456,456,ALBION SC Las Vegas U13 AD,ALBION SC Las Vegas,U13,Male,,League,Southwest,League,Heritage Park - Field 12,2025-11-08,A,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,27,27,New England Revolution U13 AD,New England Revolution,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,U13,Male,,League,Northeast,League,Revolution Training Center - Academy Grass Field,2025-11-08,H,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,27,27,New England Revolution U13 AD,New England Revolution,U13,Male,,League,Northeast,League,Revolution Training Center - Academy Grass Field,2025-11-08,A,4,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,22,22,Orlando City SC U13 AD,Orlando City SC,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,U13,Male,,League,Florida,League,Osceola Heritage Park - Turf Field/3,2025-11-08,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,22,22,Orlando City SC U13 AD,Orlando City SC,U13,Male,,League,Florida,League,Osceola Heritage Park - Turf Field/3,2025-11-08,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,U13,Male,,League,Southeast,League,Chattanooga School for the Liberal Arts - Turf,2025-11-08,H,4,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,U13,Male,,League,Southeast,League,Chattanooga School for the Liberal Arts - Turf,2025-11-08,A,2,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,13,13,New York Red Bulls U13 AD,New York Red Bulls,32,32,Blau Weiss Gottschee U13 HD,Blau Weiss Gottschee,U13,Male,,League,Northeast,League,Red Bulls Training Facility - RBTF - Turf,2025-11-08,H,5,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,32,32,Blau Weiss Gottschee U13 HD,Blau Weiss Gottschee,13,13,New York Red Bulls U13 AD,New York Red Bulls,U13,Male,,League,Northeast,League,Red Bulls Training Facility - RBTF - Turf,2025-11-08,A,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,370,370,Michigan Jaguars U13 AD,Michigan Jaguars,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,U13,Male,,League,Mid-America,League,North Farmington High School – Stadium Turf,2025-11-08,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,370,370,Michigan Jaguars U13 AD,Michigan Jaguars,U13,Male,,League,Mid-America,League,North Farmington High School – Stadium Turf,2025-11-08,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,49,49,Colorado Rapids U13 AD,Colorado Rapids,857,857,Capital City SC U13 AD,Capital City SC,U13,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #10,2025-11-08,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,857,857,Capital City SC U13 AD,Capital City SC,49,49,Colorado Rapids U13 AD,Colorado Rapids,U13,Male,,League,Frontier,League,Dicks Sporting Goods Park - Field #10,2025-11-08,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,490,490,Ironbound Soccer Club U13 AD,Ironbound Soccer Club,496,496,FA Euro New York U13 AD,FA Euro New York,U13,Male,,League,Northeast,League,Ironbound Stadium,2025-11-08,H,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,496,496,FA Euro New York U13 AD,FA Euro New York,490,490,Ironbound Soccer Club U13 AD,Ironbound Soccer Club,U13,Male,,League,Northeast,League,Ironbound Stadium,2025-11-08,A,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,867,867,Global Football Innovation Academy U13 AD,Global Football Innovation Academy,868,868,Houston Rangers U13 AD,Houston Rangers,U13,Male,,League,Frontier,League,Lenze Rd - Field 1,2025-11-08,H,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,868,868,Houston Rangers U13 AD,Houston Rangers,867,867,Global Football Innovation Academy U13 AD,Global Football Innovation Academy,U13,Male,,League,Frontier,League,Lenze Rd - Field 1,2025-11-08,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,463,463,IdeaSport SA U13 AD,IdeaSport SA,U13,Male,,League,Florida,League,Premier Sports Campus - Field 8,2025-11-08,H,1,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,463,463,IdeaSport SA U13 AD,IdeaSport SA,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,U13,Male,,League,Florida,League,Premier Sports Campus - Field 8,2025-11-08,A,7,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,368,368,Midwest United FC U13 AD,Midwest United FC,43,43,Vardar Soccer Club U13 AD,Vardar Soccer Club,U13,Male,,League,Mid-America,League,Midwest United FC Complex - North Field,2025-11-08,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,43,43,Vardar Soccer Club U13 AD,Vardar Soccer Club,368,368,Midwest United FC U13 AD,Midwest United FC,U13,Male,,League,Mid-America,League,Midwest United FC Complex - North Field,2025-11-08,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,11,11,Weston FC U13 AD,Weston FC,399,399,West Florida Flames U13 AD,West Florida Flames,U13,Male,,League,Florida,League,Vista Park - Vista #4,2025-11-08,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,399,399,West Florida Flames U13 AD,West Florida Flames,11,11,Weston FC U13 AD,Weston FC,U13,Male,,League,Florida,League,Vista Park - Vista #4,2025-11-08,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,409,409,San Francisco Glens SC U13 AD,San Francisco Glens SC,461,461,The Town FC Academy U13 AD,The Town FC Academy,U13,Male,,League,Northwest,League,Crocker Amazon Soccer Field - Field 4,2025-11-08,H,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,461,461,The Town FC Academy U13 AD,The Town FC Academy,409,409,San Francisco Glens SC U13 AD,San Francisco Glens SC,U13,Male,,League,Northwest,League,Crocker Amazon Soccer Field - Field 4,2025-11-08,A,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,564,564,Sacramento United U13 AD,Sacramento United,105,105,Ballistic United U13 AD,Ballistic United,U13,Male,,League,Northwest,League,Granite Regional Park - Turf,2025-11-08,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,105,105,Ballistic United U13 AD,Ballistic United,564,564,Sacramento United U13 AD,Sacramento United,U13,Male,,League,Northwest,League,Granite Regional Park - Turf,2025-11-08,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:22.915641
modular11,568,568,ALBION SC Merced U13 AD,ALBION SC Merced,77,77,De Anza Force U13 AD,De Anza Force,U13,Male,,League,Northwest,League,McNamara Park - 11v11,2025-11-08,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,77,77,De Anza Force U13 AD,De Anza Force,568,568,ALBION SC Merced U13 AD,ALBION SC Merced,U13,Male,,League,Northwest,League,McNamara Park - 11v11,2025-11-08,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,249,249,Total Futbol Academy U13 AD,Total Futbol Academy,581,581,LA Bulls U13 AD,LA Bulls,U13,Male,,League,Southwest,League,Mt Sac Soccer Fields - Field 1,2025-11-08,H,6,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,581,581,LA Bulls U13 AD,LA Bulls,249,249,Total Futbol Academy U13 AD,Total Futbol Academy,U13,Male,,League,Southwest,League,Mt Sac Soccer Fields - Field 1,2025-11-08,A,0,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,477,477,Wake FC U13 AD,Wake FC,U13,Male,,League,Southeast,League,Crockett Park - Field 5,2025-11-09,H,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,477,477,Wake FC U13 AD,Wake FC,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,U13,Male,,League,Southeast,League,Crockett Park - Field 5,2025-11-09,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,91,91,Bethesda SC U13 AD,Bethesda SC,371,371,Achilles FC U13 AD,Achilles FC,U13,Male,,League,Mid-Atlantic,League,Oakdale High School - Turf Field,2025-11-09,H,8,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,371,371,Achilles FC U13 AD,Achilles FC,91,91,Bethesda SC U13 AD,Bethesda SC,U13,Male,,League,Mid-Atlantic,League,Oakdale High School - Turf Field,2025-11-09,A,0,8,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,name:southern-soccer-academy,name:southern-soccer-academy,Southern Soccer Academy U13 AD,Southern Soccer Academy,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,U13,Male,,League,Southeast,League,Franklin Gateway sports complex - Field 2,2025-11-09,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,name:southern-soccer-academy,name:southern-soccer-academy,Southern Soccer Academy U13 AD,Southern Soccer Academy,U13,Male,,League,Southeast,League,Franklin Gateway sports complex - Field 2,2025-11-09,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1290,1290,The Football Academy U13 AD,The Football Academy,373,373,Alexandria SA U13 AD,Alexandria SA,U13,Male,,League,Mid-Atlantic,League,Fessenden Field - Turf,2025-11-09,H,3,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,373,373,Alexandria SA U13 AD,Alexandria SA,1290,1290,The Football Academy U13 AD,The Football Academy,U13,Male,,League,Mid-Atlantic,League,Fessenden Field - Turf,2025-11-09,A,5,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,964,964,ALBION SC Colorado U13 AD,ALBION SC Colorado,857,857,Capital City SC U13 AD,Capital City SC,U13,Male,,League,Frontier,League,East Boulder Community Center - East Turf,2025-11-09,H,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,857,857,Capital City SC U13 AD,Capital City SC,964,964,ALBION SC Colorado U13 AD,ALBION SC Colorado,U13,Male,,League,Frontier,League,East Boulder Community Center - East Turf,2025-11-09,A,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,397,397,Ventura County Fusion U13 AD,Ventura County Fusion,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,U13,Male,,League,Southwest,League,Buena High School - Stadium,2025-11-09,H,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,397,397,Ventura County Fusion U13 AD,Ventura County Fusion,U13,Male,,League,Southwest,League,Buena High School - Stadium,2025-11-09,A,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,563,563,RSL Arizona Mesa U13 AD,RSL Arizona Mesa,19,19,FC Golden State U13 AD,FC Golden State,U13,Male,,League,Southwest,League,Reach 11 Sports Complex - Field 1,2025-11-09,H,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,19,19,FC Golden State U13 AD,FC Golden State,563,563,RSL Arizona Mesa U13 AD,RSL Arizona Mesa,U13,Male,,League,Southwest,League,Reach 11 Sports Complex - Field 1,2025-11-09,A,5,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,466,466,KSA U13 AD,KSA,U13,Male,,League,Southeast,League,Wick Family Field - Stadium,2025-11-09,H,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,466,466,KSA U13 AD,KSA,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,U13,Male,,League,Southeast,League,Wick Family Field - Stadium,2025-11-09,A,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,363,363,Sol SC Florida U13 AD,Sol SC Florida,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,U13,Male,,League,Florida,League,The National Training Center - NTC 1,2025-11-09,H,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,363,363,Sol SC Florida U13 AD,Sol SC Florida,U13,Male,,League,Florida,League,The National Training Center - NTC 1,2025-11-09,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,399,399,West Florida Flames U13 AD,West Florida Flames,U13,Male,,League,Florida,League,Kendall Soccer Park - 5,2025-11-09,H,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,399,399,West Florida Flames U13 AD,West Florida Flames,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,U13,Male,,League,Florida,League,Kendall Soccer Park - 5,2025-11-09,A,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,273,273,Michigan Wolves U13 AD,Michigan Wolves,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,U13,Male,,League,Mid-America,League,Schoolcraft College - Outdoor Turf Field 2,2025-11-09,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1140,1140,Hoosier Premier U13 AD,Hoosier Premier,273,273,Michigan Wolves U13 AD,Michigan Wolves,U13,Male,,League,Mid-America,League,Schoolcraft College - Outdoor Turf Field 2,2025-11-09,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,1145,1145,Carolina Core FC U13 AD,Carolina Core FC,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 1,2025-11-09,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1145,1145,Carolina Core FC U13 AD,Carolina Core FC,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 1,2025-11-09,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,362,362,Austin FC U13 AD,Austin FC,10,10,FC Dallas U13 AD,FC Dallas,U13,Male,,League,Frontier,League,St. David’s Performance Center – Field 4,2025-11-09,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,10,10,FC Dallas U13 AD,FC Dallas,362,362,Austin FC U13 AD,Austin FC,U13,Male,,League,Frontier,League,St. David’s Performance Center – Field 4,2025-11-09,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,389,389,SC Del Sol U13 AD,SC Del Sol,393,393,Chula Vista FC U13 AD,Chula Vista FC,U13,Male,,League,Southwest,League,Grande Sports World - Field 1,2025-11-09,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,393,393,Chula Vista FC U13 AD,Chula Vista FC,389,389,SC Del Sol U13 AD,SC Del Sol,U13,Male,,League,Southwest,League,Grande Sports World - Field 1,2025-11-09,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,467,467,Las Vegas Sports Academy U13 AD,Las Vegas Sports Academy,396,396,City SC Southwest U13 AD,City SC Southwest,U13,Male,,League,Southwest,League,Viper Park - Field 1,2025-11-09,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,396,396,City SC Southwest U13 AD,City SC Southwest,467,467,Las Vegas Sports Academy U13 AD,Las Vegas Sports Academy,U13,Male,,League,Southwest,League,Viper Park - Field 1,2025-11-09,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,369,369,Cincinnati United Premier Soccer Club U13 AD,Cincinnati United Premier Soccer Club,1310,1310,Michigan Futbol Academy U13 AD,Michigan Futbol Academy,U13,Male,,League,Mid-America,League,Blue Ash Sports Center - Grooms B,2025-11-09,H,6,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1310,1310,Michigan Futbol Academy U13 AD,Michigan Futbol Academy,369,369,Cincinnati United Premier Soccer Club U13 AD,Cincinnati United Premier Soccer Club,U13,Male,,League,Mid-America,League,Blue Ash Sports Center - Grooms B,2025-11-09,A,0,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,16,16,Sockers FC Chicago U13 AD,Sockers FC Chicago,82,82,St. Louis Scott Gallagher U13 AD,St. Louis Scott Gallagher,U13,Male,,League,Mid-America,League,Bridgeview Sports Fields - Field 3,2025-11-09,H,0,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,82,82,St. Louis Scott Gallagher U13 AD,St. Louis Scott Gallagher,16,16,Sockers FC Chicago U13 AD,Sockers FC Chicago,U13,Male,,League,Mid-America,League,Bridgeview Sports Fields - Field 3,2025-11-09,A,6,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,95,95,Atlanta United U13 AD,Atlanta United,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-15,H,12,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1406,1406,Huntsville City FC U13 AD,Huntsville City FC,95,95,Atlanta United U13 AD,Atlanta United,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-15,A,0,12,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,464,464,Intercontinental Football Academy of New England U13 AD,Intercontinental Football Academy of New England,67,67,FC Greater Boston Bolts U13 AD,FC Greater Boston Bolts,U13,Male,,League,Northeast,League,Union Point Sports Complex - Field 3,2025-11-15,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,67,67,FC Greater Boston Bolts U13 AD,FC Greater Boston Bolts,464,464,Intercontinental Football Academy of New England U13 AD,Intercontinental Football Academy of New England,U13,Male,,League,Northeast,League,Union Point Sports Complex - Field 3,2025-11-15,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,188,188,Metropolitan Oval U13 AD,Metropolitan Oval,1143,1143,Downtown United Soccer Club U13 AD,Downtown United Soccer Club,U13,Male,,League,Northeast,League,Met Oval - Field 1,2025-11-15,H,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,1143,1143,Downtown United Soccer Club U13 AD,Downtown United Soccer Club,188,188,Metropolitan Oval U13 AD,Metropolitan Oval,U13,Male,,League,Northeast,League,Met Oval - Field 1,2025-11-15,A,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,565,565,San Francisco Seals U13 AD,San Francisco Seals,45,45,Sacramento Republic FC U13 AD,Sacramento Republic FC,U13,Male,,League,Northwest,League,University of San Francisco - Negoesco Stadium,2025-11-15,H,1,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,45,45,Sacramento Republic FC U13 AD,Sacramento Republic FC,565,565,San Francisco Seals U13 AD,San Francisco Seals,U13,Male,,League,Northwest,League,University of San Francisco - Negoesco Stadium,2025-11-15,A,6,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,391,391,RSL Arizona U13 AD,RSL Arizona,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,U13,Male,,League,Southwest,League,Reata Sports Complex - Field 18,2025-11-15,H,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
modular11,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,391,391,RSL Arizona U13 AD,RSL Arizona,U13,Male,,League,Southwest,League,Reata Sports Complex - Field 18,2025-11-15,A,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:23.552705
