provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,494,494,Charlotte Independence U13 AD,Charlotte Independence,466,466,KSA U13 AD,KSA,U13,Male,,League,Southeast,League,Manchester Meadows - Field 1,2025-11-16,H,6,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,466,466,KSA U13 AD,KSA,494,494,Charlotte Independence U13 AD,Charlotte Independence,U13,Male,,League,Southeast,League,Manchester Meadows - Field 1,2025-11-16,A,0,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,473,473,SC Wave U13 AD,SC Wave,48,48,Indy Eleven U13 AD,Indy Eleven,U13,Male,,League,Mid-America,League,Carroll University - Haertel Field,2025-11-16,H,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,48,48,Indy Eleven U13 AD,Indy Eleven,473,473,SC Wave U13 AD,SC Wave,U13,Male,,League,Mid-America,League,Carroll University - Haertel Field,2025-11-16,A,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,456,456,ALBION SC Las Vegas U13 AD,ALBION SC Las Vegas,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,U13,Male,,League,Southwest,League,Heritage Park - Field 11,2025-11-16,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,456,456,ALBION SC Las Vegas U13 AD,ALBION SC Las Vegas,U13,Male,,League,Southwest,League,Heritage Park - Field 11,2025-11-16,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1290,1290,The Football Academy U13 AD,The Football Academy,1139,1139,Keystone FC U13 AD,Keystone FC,U13,Male,,League,Mid-Atlantic,League,Fessenden Field - Turf,2025-11-16,H,6,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,1139,1139,Keystone FC U13 AD,Keystone FC,1290,1290,The Football Academy U13 AD,The Football Academy,U13,Male,,League,Mid-Atlantic,League,Fessenden Field - Turf,2025-11-16,A,2,6,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.070075
modular11,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,37,37,IMG U13 AD,IMG,U13,Male,,League,Florida,League,Loggers Run Park - Field # 1,2025-11-16,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,37,37,IMG U13 AD,IMG,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,U13,Male,,League,Florida,League,Loggers Run Park - Field # 1,2025-11-16,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,name:southern-soccer-academy,name:southern-soccer-academy,Southern Soccer Academy U13 AD,Southern Soccer Academy,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 3,2025-11-16,H,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,name:southern-soccer-academy,name:southern-soccer-academy,Southern Soccer Academy U13 AD,Southern Soccer Academy,383,383,Inter Atlanta FC U13 AD,Inter Atlanta FC,U13,Male,,League,Southeast,League,Arizona Avenue Soccer Fields - AZ 3,2025-11-16,A,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,369,369,Cincinnati United Premier Soccer Club U13 AD,Cincinnati United Premier Soccer Club,83,83,Chicago FC United U13 AD,Chicago FC United,U13,Male,,League,Mid-America,League,Blue Ash Sports Center - Grooms B,2025-11-16,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,83,83,Chicago FC United U13 AD,Chicago FC United,369,369,Cincinnati United Premier Soccer Club U13 AD,Cincinnati United Premier Soccer Club,U13,Male,,League,Mid-America,League,Blue Ash Sports Center - Grooms B,2025-11-16,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,393,393,Chula Vista FC U13 AD,Chula Vista FC,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,U13,Male,,League,Southwest,League,Victory Christian Academy - Field 1,2025-11-16,H,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,393,393,Chula Vista FC U13 AD,Chula Vista FC,U13,Male,,League,Southwest,League,Victory Christian Academy - Field 1,2025-11-16,A,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,463,463,IdeaSport SA U13 AD,IdeaSport SA,363,363,Sol SC Florida U13 AD,Sol SC Florida,U13,Male,,League,Florida,League,ESPN Wide World of Sports - Field 27,2025-11-19,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,363,363,Sol SC Florida U13 AD,Sol SC Florida,463,463,IdeaSport SA U13 AD,IdeaSport SA,U13,Male,,League,Florida,League,ESPN Wide World of Sports - Field 27,2025-11-19,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,1421,1421,San Diego FC U13 AD,San Diego FC,392,392,City SC San Diego U13 AD,City SC San Diego,U13,Male,,League,Southwest,League,Sharp Healthcare Performance Center - Field 1,2025-11-20,H,4,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,392,392,City SC San Diego U13 AD,City SC San Diego,1421,1421,San Diego FC U13 AD,San Diego FC,U13,Male,,League,Southwest,League,Sharp Healthcare Performance Center - Field 1,2025-11-20,A,2,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,138,138,Cedar Stars Academy Monmouth U13 AD,Cedar Stars Academy Monmouth,63,63,Players Development Academy U13 AD,Players Development Academy,U13,Male,,League,Mid-Atlantic,League,Capelli Sport Complex - Field #3,2025-11-21,H,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,63,63,Players Development Academy U13 AD,Players Development Academy,138,138,Cedar Stars Academy Monmouth U13 AD,Cedar Stars Academy Monmouth,U13,Male,,League,Mid-Atlantic,League,Capelli Sport Complex - Field #3,2025-11-21,A,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,459,459,Beadling SC U13 AD,Beadling SC,371,371,Achilles FC U13 AD,Achilles FC,U13,Male,,League,Mid-Atlantic,League,Seneca Valley High School - Myers Field,2025-11-22,H,4,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,371,371,Achilles FC U13 AD,Achilles FC,459,459,Beadling SC U13 AD,Beadling SC,U13,Male,,League,Mid-Atlantic,League,Seneca Valley High School - Myers Field,2025-11-22,A,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,1145,1145,Carolina Core FC U13 AD,Carolina Core FC,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,U13,Male,,League,Southeast,League,Phillips Park Soccer Complex - Field 2,2025-11-22,H,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,1360,1360,Chattanooga FC U13 AD,Chattanooga FC,1145,1145,Carolina Core FC U13 AD,Carolina Core FC,U13,Male,,League,Southeast,League,Phillips Park Soccer Complex - Field 2,2025-11-22,A,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,496,496,FA Euro New York U13 AD,FA Euro New York,1143,1143,Downtown United Soccer Club U13 AD,Downtown United Soccer Club,U13,Male,,League,Northeast,League,College of Staten Island - Field 1,2025-11-22,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,1143,1143,Downtown United Soccer Club U13 AD,Downtown United Soccer Club,496,496,FA Euro New York U13 AD,FA Euro New York,U13,Male,,League,Northeast,League,College of Staten Island - Field 1,2025-11-22,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,391,391,RSL Arizona U13 AD,RSL Arizona,184,184,Los Angeles Football Club U13 AD,Los Angeles Football Club,U13,Male,,League,Southwest,League,Scottsdale Prep - Field 1,2025-11-22,H,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,184,184,Los Angeles Football Club U13 AD,Los Angeles Football Club,391,391,RSL Arizona U13 AD,RSL Arizona,U13,Male,,League,Southwest,League,Scottsdale Prep - Field 1,2025-11-22,A,2,2,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,396,396,City SC Southwest U13 AD,City SC Southwest,393,393,Chula Vista FC U13 AD,Chula Vista FC,U13,Male,,League,Southwest,League,Patricia H. Birdsall Sports Park - Field 3,2025-11-22,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,393,393,Chula Vista FC U13 AD,Chula Vista FC,396,396,City SC Southwest U13 AD,City SC Southwest,U13,Male,,League,Southwest,League,Patricia H. Birdsall Sports Park - Field 3,2025-11-22,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,397,397,Ventura County Fusion U13 AD,Ventura County Fusion,103,103,ALBION SC Los Angeles U13 AD,ALBION SC Los Angeles,U13,Male,,League,Southwest,League,Buena High School - Stadium,2025-11-22,H,0,9,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,103,103,ALBION SC Los Angeles U13 AD,ALBION SC Los Angeles,397,397,Ventura County Fusion U13 AD,Ventura County Fusion,U13,Male,,League,Southwest,League,Buena High School - Stadium,2025-11-22,A,9,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,90,90,New York SC U13 AD,New York SC,13,13,New York Red Bulls U13 AD,New York Red Bulls,U13,Male,,League,Northeast,League,Manhattanville College (Turf) - Mville Turf,2025-11-22,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,13,13,New York Red Bulls U13 AD,New York Red Bulls,90,90,New York SC U13 AD,New York SC,U13,Male,,League,Northeast,League,Manhattanville College (Turf) - Mville Turf,2025-11-22,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,70,70,Rochester NY FC U13 AD,Rochester NY FC,U13,Male,,League,Northeast,League,Mater Salvatoris School - Turf Field,2025-11-22,H,9,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,70,70,Rochester NY FC U13 AD,Rochester NY FC,89,89,Beachside of Connecticut U13 AD,Beachside of Connecticut,U13,Male,,League,Northeast,League,Mater Salvatoris School - Turf Field,2025-11-22,A,0,9,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,868,868,Houston Rangers U13 AD,Houston Rangers,49,49,Colorado Rapids U13 AD,Colorado Rapids,U13,Male,,League,Frontier,League,Blue Ridge Park -  Field 1,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,49,49,Colorado Rapids U13 AD,Colorado Rapids,868,868,Houston Rangers U13 AD,Houston Rangers,U13,Male,,League,Frontier,League,Blue Ridge Park -  Field 1,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,455,455,AFC Lightning U13 AD,AFC Lightning,466,466,KSA U13 AD,KSA,U13,Male,,League,Southeast,League,McCurry Park South - Field 22,2025-11-22,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,466,466,KSA U13 AD,KSA,455,455,AFC Lightning U13 AD,AFC Lightning,U13,Male,,League,Southeast,League,McCurry Park South - Field 22,2025-11-22,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,463,463,IdeaSport SA U13 AD,IdeaSport SA,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,U13,Male,,League,Florida,League,North East Regional Park - NERP #3,2025-11-22,H,1,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,278,278,South Florida Football Academy U13 AD,South Florida Football Academy,463,463,IdeaSport SA U13 AD,IdeaSport SA,U13,Male,,League,Florida,League,North East Regional Park - NERP #3,2025-11-22,A,4,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,10,10,FC Dallas U13 AD,FC Dallas,866,866,Dallas Hornets U13 AD,Dallas Hornets,U13,Male,,League,Frontier,League,Toyota Soccer Center - Field 14,2025-11-22,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,866,866,Dallas Hornets U13 AD,Dallas Hornets,10,10,FC Dallas U13 AD,FC Dallas,U13,Male,,League,Frontier,League,Toyota Soccer Center - Field 14,2025-11-22,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,48,48,Indy Eleven U13 AD,Indy Eleven,16,16,Sockers FC Chicago U13 AD,Sockers FC Chicago,U13,Male,,League,Mid-America,League,Grand Park Sports Campus - Field 2,2025-11-22,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,16,16,Sockers FC Chicago U13 AD,Sockers FC Chicago,48,48,Indy Eleven U13 AD,Indy Eleven,U13,Male,,League,Mid-America,League,Grand Park Sports Campus - Field 2,2025-11-22,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,77,77,De Anza Force U13 AD,De Anza Force,45,45,Sacramento Republic FC U13 AD,Sacramento Republic FC,U13,Male,,League,Northwest,League,Kathleen MacDonald Soccer Field - Soccer Field,2025-11-22,H,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,45,45,Sacramento Republic FC U13 AD,Sacramento Republic FC,77,77,De Anza Force U13 AD,De Anza Force,U13,Male,,League,Northwest,League,Kathleen MacDonald Soccer Field - Soccer Field,2025-11-22,A,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,566,566,SoCal Reds FC U13 AD,SoCal Reds FC,U13,Male,,League,Southwest,League,Muir Language Academy,2025-11-22,H,3,3,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,566,566,SoCal Reds FC U13 AD,SoCal Reds FC,101,101,ALBION SC San Diego U13 AD,ALBION SC San Diego,U13,Male,,League,Southwest,League,Muir Language Academy,2025-11-22,A,3,3,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,137,137,Cedar Stars Academy Bergen U13 AD,Cedar Stars Academy Bergen,27,27,New England Revolution U13 AD,New England Revolution,U13,Male,,League,Northeast,League,Fairleigh Dickinson Univeristy,2025-11-22,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,27,27,New England Revolution U13 AD,New England Revolution,137,137,Cedar Stars Academy Bergen U13 AD,Cedar Stars Academy Bergen,U13,Male,,League,Northeast,League,Fairleigh Dickinson Univeristy,2025-11-22,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,474,474,Strikers FC U13 AD,Strikers FC,19,19,FC Golden State U13 AD,FC Golden State,U13,Male,,League,Southwest,League,Great Park - Field 11,2025-11-22,H,7,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,19,19,FC Golden State U13 AD,FC Golden State,474,474,Strikers FC U13 AD,Strikers FC,U13,Male,,League,Southwest,League,Great Park - Field 11,2025-11-22,A,0,7,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,95,95,Atlanta United U13 AD,Atlanta United,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-22,H,11,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,462,462,Hoover-Vestavia Soccer U13 AD,Hoover-Vestavia Soccer,95,95,Atlanta United U13 AD,Atlanta United,U13,Male,,League,Southeast,League,Atlanta United Training Ground - 5,2025-11-22,A,0,11,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:25.832368
modular11,363,363,Sol SC Florida U13 AD,Sol SC Florida,11,11,Weston FC U13 AD,Weston FC,U13,Male,,League,Florida,League,The National Training Center - NTC 1,2025-11-22,H,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,11,11,Weston FC U13 AD,Weston FC,363,363,Sol SC Florida U13 AD,Sol SC Florida,U13,Male,,League,Florida,League,The National Training Center - NTC 1,2025-11-22,A,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,477,477,Wake FC U13 AD,Wake FC,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,U13,Male,,League,Southeast,League,Womble Park - Field 2,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,567,567,Triangle United Soccer Association U13 AD,Triangle United Soccer Association,477,477,Wake FC U13 AD,Wake FC,U13,Male,,League,Southeast,League,Womble Park - Field 2,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,43,43,Vardar Soccer Club U13 AD,Vardar Soccer Club,273,273,Michigan Wolves U13 AD,Michigan Wolves,U13,Male,,League,Mid-America,League,Avondale High School - Auxiliary Turf Field,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,273,273,Michigan Wolves U13 AD,Michigan Wolves,43,43,Vardar Soccer Club U13 AD,Vardar Soccer Club,U13,Male,,League,Mid-America,League,Avondale High School - Auxiliary Turf Field,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,473,473,SC Wave U13 AD,SC Wave,468,468,Lou Fusz Athletic U13 AD,Lou Fusz Athletic,U13,Male,,League,Mid-America,League,Uihlein Soccer Park  - Pat Jones,2025-11-22,H,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,468,468,Lou Fusz Athletic U13 AD,Lou Fusz Athletic,473,473,SC Wave U13 AD,SC Wave,U13,Male,,League,Mid-America,League,Uihlein Soccer Park  - Pat Jones,2025-11-22,A,4,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,389,389,SC Del Sol U13 AD,SC Del Sol,563,563,RSL Arizona Mesa U13 AD,RSL Arizona Mesa,U13,Male,,League,Southwest,League,Grande Sports World - Field 8,2025-11-22,H,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,563,563,RSL Arizona Mesa U13 AD,RSL Arizona Mesa,389,389,SC Del Sol U13 AD,SC Del Sol,U13,Male,,League,Southwest,League,Grande Sports World - Field 8,2025-11-22,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,67,67,FC Greater Boston Bolts U13 AD,FC Greater Boston Bolts,188,188,Metropolitan Oval U13 AD,Metropolitan Oval,U13,Male,,League,Northeast,League,Valeo Sport Plex - Main Field,2025-11-22,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,188,188,Metropolitan Oval U13 AD,Metropolitan Oval,67,67,FC Greater Boston Bolts U13 AD,FC Greater Boston Bolts,U13,Male,,League,Northeast,League,Valeo Sport Plex - Main Field,2025-11-22,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,1139,1139,Keystone FC U13 AD,Keystone FC,54,54,Baltimore Armour U13 AD,Baltimore Armour,U13,Male,,League,Mid-Atlantic,League,Bermudian Springs High School - Softball/Field Hockey,2025-11-22,H,1,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,54,54,Baltimore Armour U13 AD,Baltimore Armour,1139,1139,Keystone FC U13 AD,Keystone FC,U13,Male,,League,Mid-Atlantic,League,Bermudian Springs High School - Softball/Field Hockey,2025-11-22,A,5,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,196,196,New York City FC U13 AD,New York City FC,464,464,Intercontinental Football Academy of New England U13 AD,Intercontinental Football Academy of New England,U13,Male,,League,Northeast,League,Da Silva Memorial Field,2025-11-22,H,4,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,464,464,Intercontinental Football Academy of New England U13 AD,Intercontinental Football Academy of New England,196,196,New York City FC U13 AD,New York City FC,U13,Male,,League,Northeast,League,Da Silva Memorial Field,2025-11-22,A,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,410,410,Napa United U13 AD,Napa United,565,565,San Francisco Seals U13 AD,San Francisco Seals,U13,Male,,League,Northwest,League,Vintage High School - Turf - 11v11,2025-11-22,H,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,565,565,San Francisco Seals U13 AD,San Francisco Seals,410,410,Napa United U13 AD,Napa United,U13,Male,,League,Northwest,League,Vintage High School - Turf - 11v11,2025-11-22,A,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,856,856,Athletum FC Academy U13 AD,Athletum FC Academy,U13,Male,,League,Florida,League,Davis Park Field #3,2025-11-22,H,4,3,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,856,856,Athletum FC Academy U13 AD,Athletum FC Academy,name:jacksonville-fc,name:jacksonville-fc,Jacksonville FC U13 AD,Jacksonville FC,U13,Male,,League,Florida,League,Davis Park Field #3,2025-11-22,A,3,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,494,494,Charlotte Independence U13 AD,Charlotte Independence,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,U13,Male,,League,Southeast,League,Richard Barry Memorial Park - Field 4,2025-11-22,H,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,869,869,Nashville United Soccer Academy U13 AD,Nashville United Soccer Academy,494,494,Charlotte Independence U13 AD,Charlotte Independence,U13,Male,,League,Southeast,League,Richard Barry Memorial Park - Field 4,2025-11-22,A,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,471,471,Orlando City Soccer School South U13 AD,Orlando City Soccer School South,37,37,IMG U13 AD,IMG,U13,Male,,League,Florida,League,Northeast Regional Park - Field 5,2025-11-22,H,1,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,37,37,IMG U13 AD,IMG,471,471,Orlando City Soccer School South U13 AD,Orlando City Soccer School South,U13,Male,,League,Florida,League,Northeast Regional Park - Field 5,2025-11-22,A,3,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,25,25,Oakwood Soccer Club U13 AD,Oakwood Soccer Club,72,72,Seacoast United U13 AD,Seacoast United,U13,Male,,League,Northeast,League,Oakwood Soccer Park - Field 1,2025-11-22,H,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,72,72,Seacoast United U13 AD,Seacoast United,25,25,Oakwood Soccer Club U13 AD,Oakwood Soccer Club,U13,Male,,League,Northeast,League,Oakwood Soccer Park - Field 1,2025-11-22,A,0,0,D,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,399,399,West Florida Flames U13 AD,West Florida Flames,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,U13,Male,,League,Florida,League,JC Handly Sport Complex - JC Handly Park # 6,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,364,364,Orlando City Youth SC U13 AD,Orlando City Youth SC,399,399,West Florida Flames U13 AD,West Florida Flames,U13,Male,,League,Florida,League,JC Handly Sport Complex - JC Handly Park # 6,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,1325,1325,Tulsa Greenwood SC U13 AD,Tulsa Greenwood SC,857,857,Capital City SC U13 AD,Capital City SC,U13,Male,,League,Frontier,League,Mohawk Sports Complex - Field 7,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,857,857,Capital City SC U13 AD,Capital City SC,1325,1325,Tulsa Greenwood SC U13 AD,Tulsa Greenwood SC,U13,Male,,League,Frontier,League,Mohawk Sports Complex - Field 7,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,373,373,Alexandria SA U13 AD,Alexandria SA,21,21,Philadelphia Union U13 AD,Philadelphia Union,U13,Male,,League,Mid-Atlantic,League,Limerick Field - Field 1,2025-11-22,H,0,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,21,21,Philadelphia Union U13 AD,Philadelphia Union,373,373,Alexandria SA U13 AD,Alexandria SA,U13,Male,,League,Mid-Atlantic,League,Limerick Field - Field 1,2025-11-22,A,3,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,U13,Male,,League,Florida,League,Kendall Soccer Park - 1,2025-11-22,H,9,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,36,36,Chargers Soccer Club U13 AD,Chargers Soccer Club,35,35,Miami Futbol Academy Rush U13 AD,Miami Futbol Academy Rush,U13,Male,,League,Florida,League,Kendall Soccer Park - 1,2025-11-22,A,1,9,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,409,409,San Francisco Glens SC U13 AD,San Francisco Glens SC,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,U13,Male,,League,Northwest,League,Crocker Amazon Soccer Field - Field 4,2025-11-22,H,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,457,457,Atletico Santa Rosa U13 AD,Atletico Santa Rosa,409,409,San Francisco Glens SC U13 AD,San Francisco Glens SC,U13,Male,,League,Northwest,League,Crocker Amazon Soccer Field - Field 4,2025-11-22,A,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
