modular11_club,modular11_club_normalized,modular11_team_id,modular11_ages,modular11_divisions,modular11_games,match_1_db_team_id,match_1_db_team_name,match_1_db_club,match_1_db_age,match_1_score,match_2_db_team_id,match_2_db_team_name,match_2_db_club,match_2_db_age,match_2_score,match_3_db_team_id,match_3_db_team_name,match_3_db_club,match_3_db_age,match_3_score,selected_db_team_id
City SC Utah,city sc utah,1347,"U13, U14, U15, U16, U17",AD,83,8efb0986-5d3b-46a9-981c-8257acf971e6,City SC UT EA 12B-FMA,City SC Utah,u14,100,06134ebf-e03f-45f3-911d-457e1c616ac0,City SC UT Classic 10B-JW,City SC Utah,u16,100,896f08f5-18a7-473a-bc6b-2b3c7db31636,City SC UT Elite 15B-AA,City SC Utah,u11,100,
Nashville SC,nashville,385,"U14, U15, U16, U17",HD,81,b6799c57-0368-448b-bfe8-53df5689ea56,NFC 2012 Boys,Nashville FC,u14,100,0152398e-4650-48bd-80c8-d443d1ed1a6e,Nashville Futbol Club 2014,Nashville FC,u12,100,cad9be7c-cbc2-4591-ae42-1c4f7afb96d2,NFC 2011 Boys,Nashville FC,u15,100,
San Jose Earthquakes,san jose earthquakes,9,"U14, U15, U16, U17",HD,80,dfc2540e-0f70-496e-ac15-4e3e8ddbb8a2,San Jose Earthquakes 2009B MLS,San Jose Earthquakes,u17,100,61334d80-f082-4f01-bff8-69e52563057e,San Jose Earthquakes 2007 MLS,San Jose Earthquakes,u18,100,82df7683-2d72-4c04-9d1c-c8fc6d87b726,San Jose Earthquakes 2010B MLS,San Jose Earthquakes,u16,100,
Dallas Hornets North,dallas hornets north,1268,"U13, U14, U15, U16, U17",AD,78,3c7f21ba-ddf1-4423-af5c-311c8f30225d,Dallas Hornets MLS Next 2011B,Dallas Hornets,u15,82.35294117647058,d4c07ece-5fb5-47ed-a286-4cf3fcf0f0d8,Dallas Hornets 10B Navy - Boyles (prev alpha),Dallas Hornets,u16,82.35294117647058,b0c862ae-fcd4-4484-a64f-b2ea8810e335,Dallas Hornets 12B Green - THale (prev alpha),Dallas Hornets,u14,82.35294117647058,
Celtic Storm,celtic storm,1346,"U13, U14, U15, U16, U17",AD,78,6baef5a0-9082-495b-943a-36dcf26cf03c,Storm 12B Black,Centex Storm,u14,75.0,d00838e1-7b35-4e81-9e01-9594d5d3b611,Storm 13B Black,Centex Storm,u13,75.0,cadf04ab-723e-481c-9a2d-204c9be564f6,Storm 15B Black,Centex Storm,u11,75.0,
Dallas Hornets East,dallas hornets east,1269,"U13, U14, U15, U16, U17",AD,78,3c7f21ba-ddf1-4423-af5c-311c8f30225d,Dallas Hornets MLS Next 2011B,Dallas Hornets,u15,84.84848484848484,d4c07ece-5fb5-47ed-a286-4cf3fcf0f0d8,Dallas Hornets 10B Navy - Boyles (prev alpha),Dallas Hornets,u16,84.84848484848484,b0c862ae-fcd4-4484-a64f-b2ea8810e335,Dallas Hornets 12B Green - THale (prev alpha),Dallas Hornets,u14,84.84848484848484,
D.C. United,d.c. united,40,"U14, U15, U16, U17",HD,78,67b91339-1d95-452f-aaf1-7946d3cf3598,D.C. United MLS,D.C. United,u15,100,250719a0-c245-4cac-b409-138fec563beb,D.C. United 2009B MLS,D.C. United,u17,100,,,,,,
IDEA Toros Fútbol Academy,idea toros fútbol,963,"U15, U16, U17",HD,76,07ca442b-a8aa-4124-92ed-8a521b074d81,IDEA Toros FA BU17,IDEA Toros Fútbol Academy,u18,100,f243b140-4b6a-4eaa-b134-fdca8a6b634c,IDEA Toros U16,IDEA Toros Fútbol Academy,u17,100,7f6b8313-c7db-4dc2-b3d4-0748a55f37e9,IDEA Toros FA U15,IDEA Toros Fútbol Academy,u16,100,
Houston Dynamo FC,houston dynamo,44,"U14, U15, U16, U17",HD,75,dd1c4ae7-7434-43d9-8881-1bf3f21e6198,Houston Dynamo FC Academy,Houston Dynamo,u16,100,,,,,,,,,,,
The Football Academy,the football,1290,"U13, U14, U15, U16, U17","AD, HD",73,0f701fbe-9b04-4d83-a0d0-3b0a79707820,UFA Loganville 10B Bronze,United Football Academy,u16,81.4814814814815,2e946022-4aec-40ac-a18b-2c8fe9dd4797,FA 2012 PRIMERO CASTRO,Impact Football Academy,u14,74.07407407407408,b712aadb-9faa-48ef-a860-d720afb89cfe,IFA 2013 PRIMERO II,Impact Football Academy,u13,74.07407407407408,
FC Tucson Youth Soccer Club,tucson youth,580,"U13, U14, U15, U16, U17",AD,72,5af58633-c430-4b53-bd66-54d09b7e50a9,09 MLSN,FC Tucson Youth Soccer,u17,100,744f378f-1a6b-4a14-b46c-d190fadb07e7,08 ECNL,FC Tucson Youth Soccer,u18,100,00c83196-6974-444a-afa3-f3b1a2f2302c,08/09 Boys OV,FC Tucson Youth Soccer,u18,100,
Colorado Rapids,colorado rapids,49,"U13, U14, U15, U16, U17",HD,72,7ab9a14d-2d1d-439d-99f3-28e125688167,Colorado Rapids 2009B MLS,Colorado Rapids,u17,100,0ab3f3ad-988b-496c-a90d-b7c4a29dd7ae,Colorado Rapids 09B Black,Colorado Rapids,u17,100,b7248664-8bb7-4dd0-aec0-7f0c4f17782b,Colorado Rapids 2007 MLS,Colorado Rapids,u18,100,
Chicago Fire FC,chicago fire,31,"U13, U14, U15, U16, U17",HD,71,5276b18e-5d3d-42aa-9ad7-c819aeb21af4,Chicago Fire 2009B MLS,Chicago Fire,u17,100,c3d33059-5c47-4cba-9772-c785b6c15c28,Chicago Fire 2010B MLS,Chicago Fire,u16,100,d858182a-0ba0-4741-9161-33243b742663,Chicago Fire 2007 MLS,Chicago Fire FC,u18,100,
Ozark United FC Academy,ozark united fc,1323,"U13, U14, U15, U16, U17",AD,70,3e9b840b-9829-425c-b429-45602a514df7,Homer United 2012 Augustine,Homer United F.C.,u15,75.0,4f581dde-0b78-4a76-8450-4427034ff238,Homer United 2014 Tutka,Homer United F.C.,u13,75.0,d47a9f1e-7472-406c-a6b5-638ccb49e54e,B2011,Oxnard United SC,u15,71.42857142857143,
SA United SC,sa united,1322,"U13, U14, U15, U16, U17",AD,70,4619aed4-0535-488b-bb38-29f3ab4ee881,Del Valle United 09B,SA United Soccer Club,u17,100,e132ec22-f670-4d83-99d2-afac8bb7f6d3,SA United 2015 Boys Black,SA United Soccer Club,u11,100,9832414b-7e08-404b-8a15-adf5fd7389cd,SA United 12B MLS Next,SA United Soccer Club,u14,100,
Nomads,nomads,57,"U14, U15, U16, U17",HD,69,c4fa956e-482f-4d50-932f-1e16f69aec36,B2009 Central,Nomads,u17,100,9d44c8ce-4525-4bf4-a279-de3c81bcf482,B2009 North,Nomads,u17,100,e196e08b-a4a1-41a9-966a-3cc7ec91ed83,B2011 Central,Nomads,u15,100,
Capital City South,capital city south,1267,"U13, U14, U15, U16, U17",AD,69,39710fc9-9893-4488-a41c-1cc7b862c980,2012 Boys U13,Capital City Soccer Club,u14,80.0,e3466555-d59c-409d-ad39-284d0f142496,Capital City SC 14B Sky North (remove),Capital City SC,u13,80.0,d4c1690e-a973-42d7-b91d-d34141d28a42,Capital City SC U14 Next 2 North,Capital City SC,u14,80.0,
GFI Academy North,gfi academy north,941,"U13, U14, U15, U16, U17",AD,69,,,,,,,,,,,,,,,,
Real Colorado,real colorado,12,"U13, U14, U15, U16, U17",HD,69,e883c4d9-80a6-4999-95ef-3119554d5323,2007/2008B North National,Real Colorado,u18,100,8dcb7539-1166-4e85-933a-481c43193bdc,2007/2008 Boys Athletico,Real Colorado,u18,100,d4226897-4eba-40ba-9946-3fc9f2235c18,2009 Boys Red,Real Colorado,u17,100,
Monarchs AZ,monarchs az,1348,"U13, U14, U15, U16, U17",AD,68,f95b0105-882e-4a19-9f09-82b5959bb15e,Monarcas Chicago 16/17,Monarcas Futbol Club,u10,73.6842105263158,5ad18a73-4449-47ab-86c8-5e880def0e0d,MONARCHY FC 2012B,Monarchy FC,u14,73.6842105263158,af357a73-6c2c-4455-a8ed-a55821e3d339,MONARCHY FC 2014-2015B,Monarchy FC,u12,73.6842105263158,
Capital City North,capital city north,1266,"U13, U14, U15, U16, U17",AD,68,39710fc9-9893-4488-a41c-1cc7b862c980,2012 Boys U13,Capital City Soccer Club,u14,80.0,e3466555-d59c-409d-ad39-284d0f142496,Capital City SC 14B Sky North (remove),Capital City SC,u13,80.0,d4c1690e-a973-42d7-b91d-d34141d28a42,Capital City SC U14 Next 2 North,Capital City SC,u14,80.0,
St. Louis CITY SC,st. louis city,470,"U14, U15, U16, U17",HD,68,b5a5b8ee-d408-4115-b0f3-ef128d4adda2,St. Louis CITY SC 2010B MLS,St. Louis City SC,u15,100,55b97924-fc3f-41fa-b9fd-a93941305d71,St. Louis City SC 2009B MLS,St. Louis City SC,u17,100,,,,,,
Shattuck-St. Mary's,shattuck-st. mary's,81,"U15, U16, U17",HD,67,b7c10917-2274-4e10-9fdf-33e126fbcbaa,Shattuck-St. Mary's MLS Next 2010B,Shattuck-St. Mary's,u16,100,3a1448d3-e7af-4668-95d8-48ab323e403a,Shattuck-St. Mary's MLS Next 2008B,Shattuck-St. Mary's,u18,100,c4e22b26-846e-43ed-bb54-2e36a2b50fe2,Shattuck-St. Mary's MLS Next 2009B,Shattuck-St. Mary's,u17,100,
Charleston SC,charleston,1297,"U13, U14, U15, U16, U17",AD,66,dcafed2a-5b56-4f08-8a26-26279b29feb7,FCC 2014 Boys Gold - BA,FC Charleston,u12,100,f5ebe740-09d3-406e-90c7-c331e824cea2,FCC 2014 Boys Gold - JD,FC Charleston,u12,100,d6a4f310-a4c6-4591-9a76-f85c4732cf8c,FCC 2014 Boys Gold - CH,FC Charleston,u12,100,
Lowcountry United,lowcountry united,1299,"U13, U14, U15, U16, U17",AD,66,5342e0bb-f667-48e7-818e-fb96a55f475b,GCU 2010 Boys,Gold Country United,u16,83.33333333333334,a88a9b90-04de-40a8-aa9e-6ce6fc1df7e1,GCU 2011 Boys,Gold Country United,u15,83.33333333333334,9a36dda1-e91b-4fd2-af54-2be616faefe7,GCU 2015 Boys Blue,Gold Country United,u11,83.33333333333334,
Houston Futsal Club (HFA),houston futsal club (hfa),1321,"U13, U14, U15, U16, U17",AD,65,95ec0f1c-d2ca-45a4-b01d-2660a6cffc8d,Houston Futsal SC 14B TX2,,u12,72.0,4d64ff13-37be-43b3-bcb0-6dad353c6591,Houston Futsal SC 10B,Houston Futsal Soccer Club,u16,71.7948717948718,aac091e5-8bf0-4a97-afe4-0aac28fbbdfd,Houston Futsal SC 13B Black,Houston Futsal Soccer Club,u13,71.7948717948718,
Wasatch SC,wasatch,913,"U13, U14, U15, U16, U17",AD,65,0e66ebf0-c42a-40cb-b738-7a86b9512449,Wasatch 11B-NB,Wasatch SC,u15,100,12be46ad-b0d3-4aaf-806b-fc35a6559876,Wasatch SC 12B - CC,Wasatch SC,u13,100,0935dfad-5058-4c7f-804b-86fe7258fa17,Wasatch SC 08CD EA,Wasatch SC,u18,100,
Jacksonville Armada FC,jacksonville armada,386,"U16, U17",HD,64,04664ec5-fc80-4705-97bb-2e1b30ad6209,ARMADA FC 2009 MLS NEXT Homegrown Divsion,Jacksonville FC,u17,77.41935483870968,781039af-4f5a-4865-8fc9-3dea59553ed1,Armada FC 2010 MLS Next Homegrown Divsion,Jacksonville FC,u16,77.41935483870968,4c36b1cf-03d1-4823-a643-afa0333dd41b,JFC 10B REC ROWAN,Jacksonville FC,u16,77.41935483870968,
Sparta United Soccer Club,sparta united,1350,"U13, U14, U15, U16, U17",AD,64,34cc0f65-128e-4ade-a92b-b87b33abd8a4,B14 Sparta Pre MLSNext SB,Sparta United,u12,100,4b24565f-6027-4953-b20e-96e531d1fe31,Sparta B13 ND,Sparta United,u13,100,4d668112-0076-4a65-8cad-8e1c8d77d079,Sparta B09 Premier DM,Sparta United,u17,100,
Phoenix Premier FC,phoenix premier,1134,"U13, U14, U15, U16, U17",AD,64,24d7f31b-c0ed-4bc6-a58f-9259998cde92,Phoenix Premier FC 14B Pre MLS Next AD,Phoenix Premier FC,u12,100,758a3e46-d61e-4107-b5f6-a7f1aafdd285,Phoenix Premier FC 08B White,Phoenix Premier FC,u18,100,85c94cd3-1150-4038-9f7b-df124c3f05ba,Phoenix Premier FC 14B White,Phoenix Premier FC,u12,100,
956 United,956 united,1274,"U13, U14, U15, U16, U17",AD,64,7578578b-2ca6-4a81-aa28-cf0626553980,Gt18 B15,956 United,u11,100,c58b3bb8-f550-41b4-ac45-b894bb9d3942,The 956 United 07B Red MLS 2,956 United,u18,100,fb80172f-67f1-47eb-99ce-839450edd89c,The 956 United 12B Red MLS 2,956 United,u14,100,
GFI Academy South,gfi academy south,942,"U13, U14, U15, U16, U17",AD,64,cb74b96b-daaf-4ee3-b01d-c37ed306991a,Paris Saint-Germain Academy Houston 2013 West White,PSG Academy Houston,u13,72.22222222222221,6c558c22-9b46-40c7-a4f3-ede63e74e23d,Paris Saint-Germain Academy Houston 2015 East Blue,PSG Academy Houston,u11,72.22222222222221,11218828-b309-46fd-a4ed-602cff5d9920,Paris Saint-Germain Academy Houston 2015 West Blue II,PSG Academy Houston,u11,72.22222222222221,
ALBION SC Colorado,albion sc colorado,964,"U13, U14, U15, U16, U17","AD, HD",63,a2491b39-ef8b-48a2-a63f-a356879486a0,Albion EC B14 Premier,ALBION SC Colorado,u12,100,94d93845-53ec-4894-9d39-97664816b301,Albion EC B15 Premier,ALBION SC Colorado,u11,100,ed713028-ff4f-4ff4-b0b9-39390891641a,ALBION SC Boulder County B11 MLS NEXT Academy,ALBION SC Colorado,u15,100,
Charlotte Independence,charlotte independence,494,"U13, U14, U15, U16, U17",HD,62,72467d19-006c-4529-9906-16210908d448,Charlotte Independence South ECNL RL B12,Charlotte Independence SC,u13,100,17e7a72c-5197-429e-aca6-60695cebb433,08 CISC NM Blue,Charlotte Independence SC,u18,100,650e57ed-0dd3-48ca-af39-4c13e44ffb84,08 CISC GC Blue,Charlotte Independence SC,u18,100,
Virginia Revolution SC,virginia revolution,1294,"U13, U14, U15, U16, U17",AD,61,5ec502b1-f026-40a6-a551-e1ca4e3a5912,VRSC 08B Black Retire,Virginia Revolution SC,u18,100,2f2c849c-eb80-4430-af3e-c14fb43735f5,VRSC 11B MLS Next Academy,Virginia Revolution SC,u15,100,e6045cc4-5ab6-481e-9d06-b7825538016f,VRSC 09B Black,Virginia Revolution SC,u17,100,
Aspire FC,aspire,1326,"U13, U14, U15, U16, U17",AD,61,3584d402-fba5-4cd4-bde2-d3c1c5900dec,AFC TEXASNEXT 14 Boys Black,Aspire FC,u12,100,ce1c3beb-195a-4c16-a7f9-d0855f77c13e,AFC 13 Boys Sky,Aspire FC,u13,100,4e10eb60-0351-4eae-933c-3012241970d4,AFC 09B Black NLFC,Aspire FC,u17,100,
The St. James,the st. james,848,"U13, U14, U15, U16, U17",AD,60,5a36d65f-0e93-4cde-9731-64a5073f7033,MSC U15 Boys,The St. James Football Club,u16,100,e5fa1cc3-bfcc-49ca-af64-fbcc80f57890,MSC U12B Gold,The St. James Football Club,u12,100,ef8a2332-2ffb-487a-9f1f-581a8f3c3fd5,MSC Boys U17 Black,The St. James Football Club,u17,100,
FC Richmond,richmond,1292,"U13, U14, U15, U16, U17",AD,60,ebe7a576-b793-497e-be32-d26393caa6f8,FC Richmond 2013 Magic Classic Sky,FC Richmond,u13,100,7c328b80-53b5-4661-aead-e83656609534,FC Richmond 2013 Magic Elite Sky,FC Richmond,u13,100,4874c185-4e73-4e3a-a442-21e8c2572088,FC Richmond 2012 Magic Elite Sky,FC Richmond,u14,100,
Northern Virginia Alliance,northern virginia alliance,1407,"U13, U14, U15, U16, U17",HD,60,0fb2188b-b850-4800-8680-4cac1c785f52,NVA MLS Next 13,Northern Virginia Alliance,u13,100,a54226c7-a5de-4955-923e-e2d56e560bee,NVA MLS Next 09,Northern Virginia Alliance,u17,100,02935de0-1da8-4b16-afcf-2934dfca10f0,NVA MLS Next 12,Northern Virginia Alliance,u14,100,
Los Angeles SC,los angeles,858,"U15, U16, U17",HD,59,d71e05ea-4191-4b1c-87c6-9d5ffe6afb17,09B,Los Angeles SC,u17,100,da2ee42c-64f7-496b-9bcc-1cba6c82dd1e,08B EA2,Los Angeles SC,u18,100,e9404da4-1846-470d-ae60-e9a12ffb5642,09B EA,Los Angeles SC,u17,100,
Virginia Rush,virginia rush,1295,"U13, U14, U15, U16, U17",AD,59,b61204e3-9fae-4694-8e63-bd9ca4ae91b8,VA Reign FC - RL B2011,Virginia Reign,u15,74.07407407407408,89638a89-492f-42d9-9c80-1bbe64acddb6,VA Reign ECNL RL B 10,Virginia Reign,u16,74.07407407407408,a3654cd7-d388-44f1-971a-a2f30b16e404,VA Reign FC RL B10,Virginia Reign,u14,74.07407407407408,
CF Montreal,montreal,18,"U15, U16, U17",HD,58,55ab728e-19be-4f94-b4ed-52952c44c4b6,2010B Montrose Avalanche,Montrose SC,u16,75.0,6e8b2bda-cfde-4b63-b766-318360cc573e,2011B Montrose Avalanche,Montrose SC,u15,75.0,dd258bfe-39c0-4a6f-8888-4374ec700e97,2013B Montrose Avalanche Premier,Montrose SC,u13,75.0,
One Knoxville SC,one knoxville,597,"U13, U14, U15, U16, U17",AD,56,0a6f3914-2b96-4ee9-975d-187a699b29e3,One Knox 2013B Yellow 2,One Knoxville SC,u13,100,,,,,,,,,,,
McLean Youth Soccer,mclean youth,187,"U13, U14, U15, U16, U17",AD,56,35acb382-847b-44a5-8f52-907c3805ebad,Milan Storm 2010B Black,Milan Youth Soccer Club,u16,86.95652173913044,fb00f57d-56f8-4217-87bb-3017c617a8cd,Milan Storm 2014B Black,Milan Youth Soccer Club,u12,86.95652173913044,f2f2773b-7fab-472d-8016-99f57a0d5599,Milan Storm 2016B Black,Milan Youth Soccer Club,u10,86.95652173913044,
Loudoun Soccer Club,loudoun,1293,"U13, U14, U15, U16, U17",AD,56,5364dcfb-6256-4f61-980c-f9c6095f2cfa,2014 Boys Loudoun Bronze,Loudoun Soccer Club,u12,100,47b9471a-b80e-4c49-94bc-735ade168876,Loudoun Soccer 2015B White,Loudoun Soccer Club,u11,100,bfe62d89-fd89-49b7-a1e4-a246272b73af,2013 Boys Loudoun Gold,Loudoun Soccer Club,u13,100,
Sporting Kansas City,sporting kansas city,41,"U14, U15, U16, U17",HD,56,7372c14e-8594-4e4b-80a4-1d115eea63ee,Sporting KV 2013B Elite,Sporting Kansas City,u12,100,e6ecd081-28a5-4e3d-a71b-0c1620148e74,Sporting KV 2014 Elite,Sporting Kansas City,u11,100,e47e0d98-7fa1-4580-a625-83f644c26246,Sporting Kansas City U13,Sporting Kansas City,u14,100,
Kings Hammer Nashville,kings hammer nashville,1301,"U13, U14, U15, U16, U17",AD,55,11f5358b-8c65-4708-bcac-e9faa7710095,Kings Hammer New Albany,Kings Hammer New Albany,u15,71.11111111111111,3bcab4c7-511e-4a78-899e-60677a5dd146,KHA1 New Albany B11,Kings Hammer New Albany,u15,71.11111111111111,888045e9-5f72-4df3-91c1-5f560ccd54e3,KHA1 New Albany B09,Kings Hammer New Albany,u17,71.11111111111111,
ASG,asg,1300,"U13, U14, U15, U16, U17",AD,55,6d6f51ea-060e-45c5-839e-2da6bd2e4992,ASG FL 2014B Yellow,ASG,u12,100,ceb37fcc-d8e9-433b-8618-65e0d91cf4ee,ASG FL 2015B Red,ASG,u11,100,,,,,,
Sporting Oklahoma,sporting oklahoma,1324,"U13, U14, U15, U16, U17",AD,55,18690d38-81c6-4d1d-9cfa-d9e043c1c9ac,Sporting Oklahoma 08B,Sporting Oklahoma,u18,100,0801b062-dd78-4cbc-8ef7-c4cf880a4c70,Sporting Oklahoma 12B Blue,Sporting Oklahoma,u14,100,4c30ae09-b74f-4e31-b303-028c1744b1a7,Sporting Oklahoma 13B,Sporting Oklahoma,u13,100,
SGA,sga,1420,"U13, U14, U15, U16, U17",AD,54,220b162d-688c-49a8-88ba-3fedeac98e4c,SGA 2014B Champions,SGA,u12,100,eeacc671-aa8a-4758-9a17-ff3db72c13af,SGA 2014b Premier,SGA,u13,100,2315843a-ff3a-40e3-8a63-616def0f0492,_2016B Nationals,SGA,u10,100,
City SC - San Diego,city sc - san diego,392,"U13, U14, U15, U16, U17",AD,54,71b458ca-3dfb-4879-9f8d-878461461da3,B2009 EA,City SC - San Marcos,u17,76.92307692307692,278e22f8-9e5a-4c89-994c-a7e69be25f49,B2009 Academy - Villalobos,City SC - San Marcos,u17,76.92307692307692,33472dbe-c008-4576-b940-4aafcfb4f387,B2010 Academy - Flores,City SC - San Marcos,u16,76.92307692307692,
One FC,one,1304,"U13, U14, U15, U16, U17",AD,54,a40adf64-c0eb-46fe-9a71-b6d5ce279170,ONE FC B2009 BLUE,One FC,u17,100,fa49fa38-161b-49f5-a3f4-d5d7bc110373,ONE FC B2010 BLUE,One FC,u16,100,0b234d29-de05-4ab8-8ad4-c95fdddcc25a,ONE FC B2010 BLACK,One FC,u16,100,
Roswell Soccer Club,roswell,1302,"U13, U14, U15, U16, U17",AD,53,,,,,,,,,,,,,,,,
Louisiana TDP Elite,louisiana tdp elite,469,"U13, U14, U15, U16, U17",HD,52,1e918b8d-fe56-4f14-9cca-84f1e2562d2c,LA Elite 2013 MLS B,Louisiana TDP Elite,u13,100,1e82a1d1-7a93-4226-ad31-ded97859b51f,LA TDP ELITE NEXT 09B,Louisiana TDP Elite,u17,100,44332c84-d461-4259-b474-24d96807ceff,LA TDP ELITE NEXT 08B,Louisiana TDP Elite,u18,100,
Connecticut United FC,connecticut united,1142,"U14, U15, U16",HD,52,66cee41d-00b0-4e17-a97f-489d6b762a1f,AC Connecticut RL B10,AC Connecticut,u16,75.86206896551724,9327b6e0-b5b8-4117-a6c8-135300308442,CFC Arsenal 2011 Boys,Connecticut FC,u15,75.86206896551724,690e847d-30cd-443a-829b-7dea642c4571,CFC Arsenal 2010 Boys,Connecticut FC,u16,75.86206896551724,
ALBION SC Riverside,albion sc riverside,871,"U13, U14, U15, U16, U17",AD,51,5e88fa39-eda4-4261-a359-fe9a2e465b2b,ALBION SC Riverside B09 MLS AD,ALBION SC Riverside,u17,100,fcd39da9-5356-4a6a-81fd-9d2986fd03aa,ALBION SC Riverside B08 EA,ALBION SC Riverside,u18,100,2adb4db3-a94a-4b60-bb10-22f715aed0c9,ALBION SC Riverside B11 MLS AD,ALBION SC Riverside,u15,100,
Plantation FC Rush,plantation fc rush,1305,"U13, U14, U15, U16, U17",AD,51,b8fb236b-3d0a-4327-8cc0-e988da63236c,Eagles 2013 Blue B,Plantation F.C.,u13,78.78787878787878,a4e137c7-c375-492e-9a98-3e536aae4045,Eagles 2011 Blue B,Plantation F.C.,u15,78.78787878787878,904e9d43-6cbc-438a-b8fa-9f6888675a5b,FAL 2014 Academy,Plantation F.C.,u12,78.78787878787878,
Toronto FC,toronto,106,"U15, U16, U17",HD,51,d761da48-09ed-4cf9-8438-2c22e5c1ff5b,TORO 2013B Black,Toro Soccer Academy,u13,72.72727272727273,,,,,,,,,,,
Columbus Crew,columbus crew,58,"U15, U16, U17",HD,47,5e346c26-9d84-4508-9069-f8f4b40fa7e4,Columbus Crew 2009B MLS,Columbus Crew,u17,100,32bc1cbf-9046-42ba-a021-cf8ba027507d,Columbus Crew 2010B MLS,Columbus Crew,u15,100,,,,,,
Laguna United FC,laguna united,890,"U13, U14, U15, U16, U17",AD,46,2dddcbe8-4d69-4613-ac43-bb3eb1b6a8c2,Laguna United Football Club,Laguna United FC,u16,100,130438d3-2d41-42bb-8f16-3dbfd26623a3,LUFC B2010 EA,Laguna United FC,u16,100,3b70817f-5e55-4320-b511-d306bd555b89,LUFC B2015 Navy,Laguna United FC,u11,100,
NONA Soccer Academy,nona,585,"U13, U14, U15, U16, U17",AD,46,1d3e851e-e4ca-4c61-b5ac-ec476ce523ac,Nona FC 2011 Academy MLS Next,Nona Soccer Academy,u15,100,c1180d1a-77b8-46bc-b52d-f0566b9fd2ae,Nona FC 2011 Boys Black NAL,Nona Soccer Academy,u15,100,dc08de19-8666-4f4c-baec-3b1d68a42b26,Nona FC 2010 Academy MLS Next,Nona Soccer Academy,u16,100,
Louisiana Elite SP,louisiana elite sp,1419,"U13, U14, U15, U16, U17",AD,46,1e918b8d-fe56-4f14-9cca-84f1e2562d2c,LA Elite 2013 MLS B,Louisiana TDP Elite,u13,81.08108108108108,1e82a1d1-7a93-4226-ad31-ded97859b51f,LA TDP ELITE NEXT 09B,Louisiana TDP Elite,u17,81.08108108108108,44332c84-d461-4259-b474-24d96807ceff,LA TDP ELITE NEXT 08B,Louisiana TDP Elite,u18,81.08108108108108,
Minnesota United FC,minnesota united,191,"U15, U16, U17",HD,46,da49174c-a562-469b-a0d1-68a78da18292,Minnesota United FC MLS NEXT,Minnesota United FC,u16,100,a897071d-fc7d-4576-983f-e6fb6c4ab6c6,Minnesota United FC 2010B MLS,Minnesota United FC,u15,100,53bb193d-3095-41a1-bdba-3b8e7c81c6bb,Minnesota United FC 2007,Minnesota United FC,u18,100,
LA Surf Soccer Club,la surf,395,"U13, U14, U15, U16, U17",AD,45,cdc1784a-6200-4d93-bb9e-7865d80577e2,2009B MLS,LA Surf Soccer Club,u17,100,35ffedf1-0b03-40e0-8224-3262cdc07d0a,2011 MLS Next LA Surf,LA Surf Soccer Club,u15,100,7e31f7f7-fe97-4ad6-8ada-06b856c87604,B2008 MLS,LA Surf Soccer Club,u18,100,
Atletico FC,atletico,1096,"U13, U14, U15, U16, U17",AD,45,1829efbb-9951-47be-93f0-d94a1612efe9,FC ATLETICO 16B BLUE,FC ATLETICO,u10,100,2c5c7b3e-8f42-4d61-92f2-e5c6d2d839cc,FC ATLETICO 15B RED,FC ATLETICO,u11,100,328c89f7-8a3f-457e-835b-ae38d93a9f4a,FC ATLETICO 16B RED,FC ATLETICO,u10,100,
Galacticos Soccer Academy,galacticos,1303,"U13, U14, U15, U16, U17",AD,45,f46fa3ed-b009-4889-9a6d-8c7f2353fc8f,Galacticos Soccer Club-2010,Galacticos Soccer Club,u15,100,15279d3b-e712-4652-97b9-48886d781f1f,Galacticos Soccer Club-2012,Galacticos Soccer Club,u14,100,beb35adf-5ab3-4d0f-be0c-ffff754c041b,***GALACTICOS SOCCER ACADEMY 2012 MLS AD,Galacticos Soccer Academy,u14,100,
United Soccer Alliance,united soccer alliance,252,"U13, U14, U15, U16, U17",AD,45,0557f840-f6cd-4a93-871d-033b5c852af3,RSA B13 Clarence SAM,Rainier Soccer Alliance,u13,84.44444444444444,66444473-c994-4e97-b00e-9e4779e939cd,RSA Elite B10 Black,Rainier Soccer Alliance,u16,84.44444444444444,0e625a4b-c624-4a5a-a93c-a0e5e719a9b0,RSA Elite B11 Black,Rainier Soccer Alliance,u15,84.44444444444444,
Mt. Rainier Futbol Club,mt. rainier,894,"U13, U14, U15, U16, U17",AD,45,3079640d-40dd-4f76-bcec-6982000d293c,MRFC B11 Trap,Mt. Rainier Futbol Club,u15,100,562f61af-f7f6-496e-b6ab-ff609e2658e4,MRFC B09 Academy 2,Mt. Rainier Futbol Club,u17,100,ef5fd709-bb31-4f1f-a25e-051926196f94,MRFC B10 White,Mt. Rainier Futbol Club,u16,100,
Sozo FC,sozo,1337,"U13, U14, U15, U16, U17",AD,45,5b6deba7-9329-42ee-8599-ec66fe792c5f,09 Gold,Sozo FC,u17,100,197f6a07-20dd-4420-b42a-2994cf7f38c5,B2013 Sozo FC Royal,Sozo FC,u13,100,25931ac9-0b29-4a5f-9ece-f5aee9eec023,SOZO FC B12 ROYAL,Sozo FC,u13,100,
