modular11_club,modular11_club_normalized,modular11_team_id,modular11_ages,modular11_divisions,modular11_games,match_1_db_team_id,match_1_db_team_name,match_1_db_club,match_1_db_age,match_1_score,match_2_db_team_id,match_2_db_team_name,match_2_db_club,match_2_db_age,match_2_score,match_3_db_team_id,match_3_db_team_name,match_3_db_club,match_3_db_age,match_3_score,selected_db_team_id
New England Surf SC,new england surf,1278,"U13, U14",AD,18,5c937624-707e-4a96-9db9-4c91cea51700,Charlestown Surf B2013 Navy,New England Surf,u13,100,e6f1bbf2-db38-49d7-9230-a6f57843d05a,Charlestown Surf B2015 Navy,New England Surf,u11,100,6bd68c6c-5be2-4ee7-a436-9d8e43644d12,Charlestown Surf B2015 Sky,New England Surf,u11,100,
NEFC South,nefc south,1277,"U13, U14",AD,18,b5b08246-514a-4290-9055-785ea3a64c48,(12U) 13 NCFC Warriors,NCFC Youth,u13,80.0,48d093fb-b261-4012-b611-c29223e6b9b7,08 (U18) NCFCY Gold HSFV,NCFC Youth,u18,80.0,9ab13459-344b-4274-9e1a-0e4bb1138f8c,08 (17U) NCFCY United (NC) (SR),NCFC Youth,u18,80.0,
Seacoast United Mass,seacoast united mass,1265,"U13, U14",AD,18,6b0f36ff-8676-437a-836a-69bd3d4a9752,2008/07B NAL,Seacoast United Maine SC,u18,87.8048780487805,faac0a46-0a6a-43f4-a3b6-52f6438af5d4,2009B NAL,Seacoast United Maine SC,u17,87.8048780487805,ea31cbcb-d48e-4993-b116-7091a2201fc6,2009B Premier Blue,Seacoast United Maine SC,u17,87.8048780487805,
PDA Hibernian,pda hibernian,1289,"U13, U14",AD,18,cc1cdd8a-3ee0-4f0d-97ea-9b72174c4ce8,Hibernian Heat,Hibernian AA,u10,72.0,,,,,,,,,,,
Seacoast United Bedford,seacoast united bedford,1264,"U13, U14",AD,18,ad56464b-91c6-40c2-b063-52debde3ac58,Seacoast United Bedford 2016 Boys White,Seacoast of Bedford,u10,80.95238095238095,d738f67d-64bb-4b75-9db7-649ea74637f8,Seacoast United Bedford 2010 Premier Boys,Seacoast of Bedford,u16,80.95238095238095,3e46bf67-c344-4b0b-b5ba-6361b5d598a5,Seacoast United Bedford High School,Seacoast of Bedford,u18,80.95238095238095,
Syracuse Development Academy,syracuse development,1282,"U13, U14",AD,18,93d0d3da-dcfd-4fb2-9c2c-e39f87d9f302,Hibernian Elite 64 08B,Players Development Academy,u18,76.92307692307692,2bdd4489-35f1-4757-a0eb-026192d61991,Hibernian Danubia 2008,Players Development Academy,u18,76.92307692307692,357c48e2-eacc-405b-9bda-1c93fa32c91e,Hibernian Matthaus 2007/08,Players Development Academy,u18,76.92307692307692,
Connecticut Rush,connecticut rush,1275,"U13, U14",AD,18,66cee41d-00b0-4e17-a97f-489d6b762a1f,AC Connecticut RL B10,AC Connecticut,u16,81.4814814814815,9327b6e0-b5b8-4117-a6c8-135300308442,CFC Arsenal 2011 Boys,Connecticut FC,u15,81.4814814814815,690e847d-30cd-443a-829b-7dea642c4571,CFC Arsenal 2010 Boys,Connecticut FC,u16,81.4814814814815,
Trenton City Soccer Club,trenton city,1291,"U13, U14, U15, U16, U17",AD,18,e39d1496-9fd9-432d-b844-e0daf38bfd39,CCFC 2012 Boys,Charleston City FC,u13,74.07407407407408,798d5a67-7c5c-42bc-bd78-9efe7c49b636,CCFC U14 2011 Boys,Charleston City FC,u14,74.07407407407408,79495a90-fed1-434d-91e7-7a9dfd405d94,Charleston City CCFC U11 2014 Boys,Charleston City FC,u11,74.07407407407408,
IFA West,ifa west,1263,"U13, U14",AD,17,fabe1c9d-1c2d-4479-a34c-c14ac82221a0,Florida West FC ECNL B09,Florida West FC,u17,70.0,b45acf8b-1130-4ca7-a7b7-e9e9d902e298,Florida West FC ECNL B13,Florida West FC,u13,70.0,95ed4c1e-ea19-4fb3-8be1-b13007afb945,Florida West FC ECNL B11,Florida West FC,u15,70.0,
Sporting Wichita,sporting wichita,961,"U13, U14, U15, U16, U17",AD,17,57039e2d-7a00-41a6-86e5-48a47ab48731,SPORTING WICHITA 2010 ECNL-RL ACADEMY,Sporting Wichita,u16,100,786d8c7d-faac-43fa-9ef0-605c2e2da1d8,SPORTING WICHITA 2010B PRE-ACADEMY,Sporting Wichita,u17,100,af042805-b39d-495f-ad5e-c478a999d8b8,SPORTING WICHITA 2009 ECNL-RL ACADEMY,Sporting Wichita,u17,100,
St. Louis Scott Gallagher St. Charles (Missouri),st. louis scott gallagher st. charles (missouri),1271,"U13, U14",AD,16,,,,,,,,,,,,,,,,
Club Ohio,club ohio,1307,"U13, U14, U15, U16, U17",AD,16,967ffcf3-0265-4042-b0ae-2fa3481f7751,Club Ohio North 13B OSSL CvC,Club Ohio,u13,100,96032d26-b9be-4ec8-a3fe-86a1d7e5520e,Club Ohio East 13B White,Club Ohio,u13,100,7f61b75b-e134-430c-b6a2-a52655818d23,Club Ohio East 15B Academy III,Club Ohio,u11,100,
Lexington SC,lexington,562,"U13, U14, U15, U16, U17",AD,16,180736d0-4a39-4238-aea9-aee4bb068088,Lexington SA 12 Red,Lexington SA,u14,100,18de288e-7a1e-4247-941e-898db31a41ae,Lexington SA 13 Black,Lexington SA,u13,100,f92bfc04-4f0e-42c8-b3dc-97d444596083,Lexington SA 13 Grey,Lexington SA,u13,100,
PA Classics Harrisburg,pa classics harrisburg,1288,"U13, U14",AD,16,75f87dce-71c0-4ce0-90ce-5c888c28c0bb,PA Classics Hbg 2014 Boys U12 Elite Green,PA Classics Harrisburg (LDSA),u12,86.27450980392157,31164612-8c9b-4648-9460-ce238e761d63,PA Classics Hbg 2009 Boys U17 MLS Next 2,PA Classics Harrisburg (LDSA),u17,86.27450980392157,d65755df-0982-430b-9fde-d4f33a9f7b59,PA Classics Hbg 2011 Boys U15 MLS Next 2,PA Classics Harrisburg (LDSA),u15,86.27450980392157,
Colorado United SC,colorado united,879,"U13, U14, U15, U16, U17",AD,15,8502d01c-879d-4b0e-a258-1ca2a3489111,2009B Platinum,Colorado United,u17,100,22fc6615-8338-4432-b940-e12ce162c922,2010B Red,Colorado United,u16,100,b7dc2e0b-5e17-4c70-9e1f-1e2de3a9e019,2010B Premier,Colorado United,u16,100,
San Diego FC,san diego,1421,U13,HD,13,f0564fc6-9f9c-496d-ba1a-df97a1499bf9,B2007/06 San Diego Surf ECNL,San Diego Surf Soccer Club,u17,78.26086956521739,63537b16-b6b1-4f7a-a384-4b7ece7b7066,Central B2013 Academy,San Diego Surf Soccer Club,u13,78.26086956521739,c67833ce-cb74-404c-887f-555e427a4974,San Diego Surf Boys 08 ECNL,San Diego Surf Soccer Club,u18,78.26086956521739,
New Mexico Soccer Academy,new mexico,1076,"U13, U14",AD,12,636652f2-a359-4096-9290-a5cc9b37db5f,NMSA 12 Boys Black,New Mexico Soccer Academy,u14,100,b0fc9690-7380-44fd-9f52-a056b2e7d988,NMSA 11 EA Boys,New Mexico Soccer Academy,u15,100,9b957968-c1a1-43a3-8cff-42fb8f369ad6,NMSA 13 Force,New Mexico Soccer Academy,u13,100,
Classic FC,classic,1343,"U13, U14",AD,12,7a0a0a77-e1b4-45c2-ae31-a3d6d5ef17da,Classic FC Soles Black,Classic FC,u12,100,eae3aea9-a4b1-463b-9c4c-67399ba94d9f,Classic FC Outlaws,Classic FC,u12,100,52bc1509-188f-4d21-a319-a69de16b9e88,Classic FC Ambush,Classic FC,u15,100,
Southern States Soccer,southern states,1037,"U13, U16",AD,4,ec80fb80-3dc0-455e-aa23-fc27e9df7b2b,Academy STARS 2008,Southern States Soccer,u18,100,023abff9-93e8-4494-88b7-63453fbf77f0,Academy STARS 2014,Southern States Soccer,u12,100,5cdb3ac1-4d80-4f64-b5ef-9c625918f1a0,Academy Pre-MLS 2014,Southern States Soccer,u12,100,
