team_id_master,team_name,club_name,alias,division,age_group,gender,state_code,state,birth_year,is_deprecated,modular11_alias,,,,
a79614f3-6c3a-4e7b-ba04-fbc02847b746,ECNL RL B12,Eugene Metro FC,,,u14,Male,OR,Oregon,2012,FALSE,,,,,
52df4667-58f7-4f56-b385-79929fb75037,12B Vancouver Pumas,FC Piamonte,158272,,u14,Male,OR,Oregon,2012,FALSE,,,,,
977eb569-aa71-4016-8c8d-0cc8dfaa714e,2012B White,FC Piamonte,158260,,u14,Male,OR,Oregon,2012,FALSE,,,,,
facc1a32-ed46-4b96-b521-5dba3f7edef2,2012B Green,FC Piamonte,158642,,u14,Male,OR,Oregon,2012,FALSE,,,,,
7dfd5ddc-321f-4ace-b543-4b70254cff17,FC Piamonte 11B Lightning,FC Piamonte,613956,,u14,Male,OR,Oregon,2012,FALSE,,,,,
63986c05-f293-4b7a-904d-67c479715bb1,FC Portland 2012B ECNL,FC Portland Academy,115434,,u14,Male,OR,Oregon,2012,FALSE,,,,,"? Successfully merged teams! Merge ID: {'error': 'Cannot deprecate team 7056128d-edaf-4a40-a528-079fe3989a16 - other teams are already merged into it. You must first re-merge those teams to a different canonical team.', 'success': False}"
5aad188f-c266-4b1a-b513-d90a7f347d6b,ECNL RL B12,FC Portland Academy,,,u14,Male,OR,Oregon,2012,FALSE,,,,,
74882683-becd-4786-9aad-7c0584a348ca,FC Portland 12B Navy,FC Portland Academy,256144,,u14,Male,OR,Oregon,2012,FALSE,,,,,
617caee9-686a-438e-adb3-4fc7e025d2bb,FC Portland ECNL RL B12,FC Portland Academy,631363,,u14,Male,OR,Oregon,2012,FALSE,,,,,
5f25b41e-1818-4ab7-8747-287dd10dc298,FC Portland 12B White,FC Portland Academy,372700,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6132f0f2-35fb-4106-bf24-a4967d1b8690,FSC 12B Celtics White,Foothills Soccer,479988,,u14,Male,OR,Oregon,2012,FALSE,,,,,
dd32cdb6-9b9a-4d85-adbb-d87be6aa0336,Genesis Football Club,Genesis FC (OR),643731,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6929ef4e-e1ec-42fb-b747-7319d4547dff,Hillsboro Rush 12B HF,Hillsboro Rush,479986,,u14,Male,OR,Oregon,2012,FALSE,,,,,
f6a5444e-4542-4cb4-92dc-ad900ccbeb1a,Hillsboro Rush 12B White,Hillsboro Rush,374726,,u14,Male,OR,Oregon,2012,FALSE,,,,,
d0b81c6d-f34b-4fe4-ae5c-8b6ed85ec406,Hillsboro Rush U14 AD,Hillsboro Rush,382718; 1332_U14_AD,,u14,Male,OR,Oregon,2012,FALSE,1332_U14_AD,,,,
33145192-9818-4387-80a8-432049398d4b,Hillsboro Rush 2012B Black,Hillsboro Rush,492750,,u14,Male,OR,Oregon,2012,FALSE,,,,,
156cca65-dfec-4b8e-b33d-09a177fe0410,Hillsboro Rush 12B Black,Hillsboro Rush,628595,,u14,Male,OR,Oregon,2012,FALSE,,,,,
8b67024f-af4e-4db0-a935-a4b68f0a0eb6,Lake Oswego 2012B Royal,Lake Oswego SC,636570,,u14,Male,OR,Oregon,2012,FALSE,,,,,
eca07c2f-24c7-45b9-b7e9-1fecce88d020,Lake Oswego SC 12B,Lake Oswego SC,627426,,u14,Male,OR,Oregon,2012,FALSE,,,,,
c6a35d9c-5052-48b4-81ea-822f2ff29cb2,Lake Oswego Royal,Lake Oswego SC,617286,,u14,Male,OR,Oregon,2012,FALSE,,,,,
c9438c2a-a56c-4698-9d15-f361196a9edb,LYS 12B Red 2,Lincoln Youth Soccer,248247,,u14,Male,OR,Oregon,2012,FALSE,,,,,
41462367-4e6e-49f7-acec-7565acc3a868,LYS 12B Rojo,Lincoln Youth Soccer,619291,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6356d0c1-5da6-48d7-b560-be24f1fcf87c,LYS 12B Fuego,Lincoln Youth Soccer,493026,,u14,Male,OR,Oregon,2012,FALSE,,,,,
ee8c1fb6-944f-42c6-a774-76fd49171654,LYS 12B Rouge,Lincoln Youth Soccer,619295,,u14,Male,OR,Oregon,2012,FALSE,,,,,
43e75d72-3cf5-4016-a11a-49bf2976b628,LYS 12B Red 1,Lincoln Youth Soccer Association,479976,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6993789a-994f-4f9d-b9c5-a0cf6807a37a,LCYSA Boys u14,Lower Columbia Youth SA,619665,,u14,Male,OR,Oregon,2012,FALSE,,,,,
e882f576-09c8-42f2-adb2-320780168fb6,MSC 12B RED,McMinnville SC,370024,,u14,Male,OR,Oregon,2012,FALSE,,,,,
62a3869b-2b1a-4308-8c54-721d89fafe46,Ajax,Mid Valley SC,649593,,u14,Male,OR,Oregon,2012,FALSE,,,,,
4fa97f5a-e202-4836-a0e7-33dbecf72ac7,CVSC 12B,Newberg Youth Soccer,529942,,u14,Male,OR,Oregon,2012,FALSE,,,,,
d5d6877d-12af-4b69-9411-aa49ef51315b,NCA 12B,North Clackamas SC,631084,,u14,Male,OR,Oregon,2012,FALSE,,,,,
a24110bc-4b66-492e-aa32-afaf2406a0d4,NWUSA 12B Barcelona,NW United Soccer Academy,574335,,u14,Male,OR,Oregon,2012,FALSE,,,,,
fd2b1a32-6d50-4f1a-bdb3-0d7fb59fccd9,2012B Genesis,NW United Soccer Academy,613399,,u14,Male,OR,Oregon,2012,FALSE,,,,,
666034fd-5057-4e40-93d4-2518e19f38fc,OPFC 2012B ECNL-RL,Oregon Premier FC,623486,,u14,Male,OR,Oregon,2012,FALSE,,,,,
22954c15-68e4-4e72-99a8-d992b005b12c,OPFC WUFC 12B Gold,Oregon Premier FC,479987,,u14,Male,OR,Oregon,2012,FALSE,,,,,
68bba531-aab4-4583-9460-89d9f87d3ed4,OPFC LOSC 12B Gold,Oregon Premier FC,479999,,u14,Male,OR,Oregon,2012,FALSE,,,,,
786049df-6581-497a-9ead-8a88db03d13d,Oregon Premier FC 2012B ECNL,Oregon Premier FC,398054,,u14,Male,OR,Oregon,2012,FALSE,,,,,
7056128d-edaf-4a40-a528-079fe3989a16,Oregon Surf B12 Blue,Oregon Surf,,,u14,Male,OR,Oregon,2012,FALSE,,,,,
a665dd1f-959e-4214-9042-d1db92077d7d,B12 Elite MLS Next,Oregon Surf,,,u14,Male,OR,Oregon,2012,FALSE,,,,,
d737562e-86fb-433c-a3f4-56abb88202e8,12B Elite - MLS Next,Oregon Surf SC,615727,,u14,Male,OR,Oregon,2012,FALSE,,,,,
eee09c7a-ab3d-44c1-9d9a-f0077de342de,Oregon Surf 12B Black,Oregon Surf SC,497824,,u14,Male,OR,Oregon,2012,FALSE,,,,,
9104496e-0d69-468e-8417-d4605f414b11,Oregon Surf 12B White,Oregon Surf SC,252306,,u14,Male,OR,Oregon,2012,FALSE,,,,,
25098048-9534-442a-a7f0-3d125a114f42,Oregon Surf SC U14 AD,Oregon Surf SC,1333_U14_AD,AD,u14,Male,OR,Oregon,2012,FALSE,1333_U14_AD,,,,
908f3ca6-487e-4d13-99e1-c53b0aeb9a65,OVF Alliance 12B White,OVF Alliance,385142,,u14,Male,OR,Oregon,2012,FALSE,,,,,
f84544bd-eb7a-40c9-9666-20768c4d1d4e,OVF Alliance12B SCA Purple,OVF Alliance,495241,,u14,Male,OR,Oregon,2012,FALSE,,,,,
dae78714-23eb-4be4-8ac9-ee1ab28e50a7,OVF Alliance 12B Navy,OVF Alliance,383853,,u14,Male,OR,Oregon,2012,FALSE,,,,,
1f515a0f-97c3-4482-acc0-78b303e88d7f,PFA 12B Akademik,Pelada Football Academy,255242,,u14,Male,OR,Oregon,2012,FALSE,,,,,
62d2fdb4-aae7-427b-8249-e990ac4e7002,ECNL RL B12,Portland City United,,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6939d198-1685-4300-b14d-a712c717814a,PCU 11B Red 2,Portland City United SC,613955,,u15,Male,OR,Oregon,2011,FALSE,,,,,
bc583b3c-4aff-4fbd-9e3f-9cabb43b75b8,PCU 12B Black 1,Portland City United SC,407567,,u14,Male,OR,Oregon,2012,FALSE,,,,,
06ee4aca-087b-431a-b89c-25795ab6fe84,PCU 12B Red 2,Portland City United SC,251032,,u14,Male,OR,Oregon,2012,FALSE,,,,,
d422daa8-ac20-42de-b1fc-e72ff9a9dd78,PCU 12B Red 1,Portland City United SC,251001,,u14,Male,OR,Oregon,2012,FALSE,,,,,
27564aca-2ca5-4f6c-8dc9-bcd3a2a541eb,PCFC 12B Unity,Portland Community FC,570095,,u14,Male,OR,Oregon,2012,FALSE,,,,,
fae499e0-bde0-45df-aa41-91e04fa7fbdd,Rogue Valley Timbers 12B Red,Rogue Valley Timbers,259503,,u14,Male,OR,Oregon,2012,FALSE,,,,,
e9390d2e-00d8-4e63-95ac-f14e14eeb783,Rogue Valley Timbers 12B White,Rogue Valley Timbers,259551,,u14,Male,OR,Oregon,2012,FALSE,,,,,
e1444df6-16d3-428f-8ce4-7f502f3e3b2b,Saints 12B Azul,Saints Soccer Academy,629696,,u14,Male,OR,Oregon,2012,FALSE,,,,,
8cfeb9b6-532e-4500-8491-f4ac35846bb9,Saints 12B Blue Premier,Saints Soccer Academy,270228,,u14,Male,OR,Oregon,2012,FALSE,,,,,
f1369342-9a74-4962-8373-9dea0af59dc0,Saints 12B Blue,Saints Soccer Academy,522824,,u14,Male,OR,Oregon,2012,FALSE,,,,,
04c0cc54-e9c7-4a58-a2d6-ff14483aba4a,Saints SA U14 AD,Saints Soccer Academy,383940;1334_U14_AD,,u14,Male,OR,Oregon,2012,FALSE,1334_U14_AD,,,,
00135f2d-d8e3-4e57-ab38-4a481ae9bb22,Santos FC 12B La Roma,Santos FC (OR),520670,,u14,Male,OR,Oregon,2012,FALSE,,,,,
1352a03a-a1d5-41e4-ad8b-8971797b23f7,SCA 2012B White,Soccer Chance Academy,627209,,u14,Male,OR,Oregon,2012,FALSE,,,,,
56f1fe57-a6dc-4d2d-a187-88713ad69f9f,SCA 2012 Boys Gold,Soccer Chance Academy,50461,,u14,Male,OR,Oregon,2012,FALSE,,,,,
0e73455d-00fe-4db6-b2c2-7b60dd2f4028,Soccer Chance Academy U14 AD,Soccer Chance Academy,480606; 1335_U14_AD,,u14,Male,OR,Oregon,2012,FALSE,1335_U14_AD,,,,
1b008cf7-b2b3-467e-88c5-a26984551431,SESC 12B Gladiators,Southeast Soccer Club (OR),249937,,u14,Male,OR,Oregon,2012,FALSE,,,,,
d5104d1c-aff0-437e-9ad8-3289c2224baf,UUSC 12B,Umpqua United Soccer Club,666675,,u14,Male,OR,Oregon,2012,FALSE,,,,,
0d2884d4-4815-44dd-98b7-2f5cd1645afb,United PDX - 12B Gorge,United PDX,657591,,u14,Male,OR,Oregon,2012,FALSE,,,,,
a4dea048-f229-4cd9-a693-e00fadab281f,United PDX 12B ECNL-RL,United PDX,489154,,u14,Male,OR,Oregon,2012,FALSE,,,,,
a397dc98-0ac3-4fcd-810e-a2e051ceb89e,United PDX 2012B Blue,United PDX,384555,,u14,Male,OR,Oregon,2012,FALSE,,,,,
ebbf8d21-2f3d-41a8-9b67-cdbf5468ad9f,United PDX 12B Black,United PDX,523465,,u14,Male,OR,Oregon,2012,FALSE,,,,,
5f5cc233-7f42-43e9-9e98-9111f1ac1bce,United PDX 12B Premier,United PDX,509404,,u14,Male,OR,Oregon,2012,FALSE,,,,,
e3760359-204a-4b53-8cc2-bf4caccc0b6d,United PDX 2012B ECNL,United PDX,369055,,u14,Male,OR,Oregon,2012,FALSE,,,,,
6816cba9-9f60-4eff-b926-2882e956abd0,12B WSM MLS NEXT AD,Westside Metros FC,254305,,u14,Male,OR,Oregon,2012,FALSE,,,,,
7ab0ae4d-ce72-4870-9d5d-55a56dbfed1c,12B Copa White,Westside Metros FC,369289,,u14,Male,OR,Oregon,2012,FALSE,,,,,
939740a4-2ab0-42db-8f7a-d4df6b2d36c1,12B WSM South MLS NEXT AD,Westside Metros FC,245032,,u14,Male,OR,Oregon,2012,FALSE,,,,,
00aca243-d8f7-4053-a233-6619f231ad91,WSM FC 12B TS Copa,Westside Metros FC,249028,,u14,Male,OR,Oregon,2012,FALSE,,,,,
43a033d4-774f-49a4-bf69-a376e8e96fba,Westside Metros 11B Copa Gorge,Westside Metros FC,619131,,u15,Male,OR,Oregon,2011,FALSE,,,,,
b25ae9e9-3f71-4c37-97a3-27c9fefc993b,WSM 12B Copa Blue,Westside Metros FC,625323,,u14,Male,OR,Oregon,2012,FALSE,,,,,
0656ae23-725a-443a-a3e5-268fef5e1912,Westside Metros FC U14 AD,Westside Metros FC,1339_U14_AD,AD,u14,Male,OR,Oregon,2012,FALSE,1339_U14_AD,,,,
ef977b02-535d-46a4-be60-fab196d8fa98,12B Copa Red,Westside Metros FC,618727,,u14,Male,OR,Oregon,2012,FALSE,,,,,
21338061-3d38-45e2-885e-096f6b67f748,12B Samba,Westside Metros FC,250159,,u14,Male,OR,Oregon,2012,FALSE,,,,,
,,,,,,,,,,,,,,,
9237e39d-08f9-4d6d-8861-d12cd53c6ce6,Westside Metros FC South U14 HD,Westside Metros FC South,1340_U14_HD,HD,u14,Male,OR,Oregon,2012,FALSE,1340_U14_HD,,,,
269d1972-e8fe-45b9-9aef-a7e15a347651,WUFC 12B Gold,Willamette United FC,252535,,u14,Male,OR,Oregon,2012,FALSE,,,,,
9aadfed0-d30d-4142-ba4e-52f8245e9b3a,WUFC 12B White,Willamette United FC,255606,,u14,Male,OR,Oregon,2012,FALSE,,,,,
94b6ac4e-1bf0-4914-8938-c8e548c6e4bc,Woodburn FC B11 Academy,Woodburn FC,635574,,u14,Male,OR,Oregon,2012,FALSE,,,,,
191b0bfe-d19f-47dd-a61a-b42318913938,Gorge FC,,631867,,u14,Male,OR,Oregon,2012,FALSE,,,,,
b732866f-8663-470a-a3b2-22498d027826,Alhatmi U14,,619105,,u14,Male,OR,Oregon,2012,FALSE,,,,,
2e45997e-52cc-4e66-8d07-869e843c4cfa,Barcelona 12B,,371776,,u14,Male,OR,Oregon,2012,FALSE,,,,,
3d70ae94-ffa7-489f-90c3-737b60581730,Celtic,,627588,,u14,Male,OR,Oregon,2012,FALSE,,,,,
91adcaef-0b30-451a-adae-353265b36e3d,College Cup U13,,534249,,u14,Male,OR,Oregon,2012,FALSE,,,,,
b57eb1cd-5853-4b0c-bfcc-43ae5828313d,MSC 2012B Black,,624514,,u14,Male,OR,Oregon,2012,FALSE,,,,,
5fef6d1f-6908-4037-9790-55af6d0ca311,Mi ranchito,,609019,,u14,Male,OR,Oregon,2012,FALSE,,,,,
4bafbf13-aaff-420d-a68a-0ecf65e1398c,Santos La Roma,,645430,,u14,Male,OR,Oregon,2012,FALSE,,,,,
12331aee-e63b-4cb1-8314-a20923a41caf,VanCity SC B12 United,,634138,,u14,Male,OR,Oregon,2012,FALSE,,,,,
